Text,Intent
"Hello, I have a query regarding baggage rules for SkyWings flights. Could you please provide me with the information on baggage allowance and restrictions for domestic flights? I am planning to travel from Delhi to Mumbai and would like to ensure that I adhere to all the necessary guidelines. Thank you for your assistance.",Baggage
"Hi, I have a question about your podcasting service. Can you please tell me how I can subscribe to your podcast and receive updates on new episodes?",Irrelevant
"Hello, I have a question regarding baggage allowance. Can you please let me know how many bags a passenger is allowed to carry on domestic flights with SkyWings airline?",Baggage
"Hi there, I'm a customer who recently made a group booking with SkyWings for a domestic flight in India. I'm a bit confused about refund eligibility for group bookings on domestic flights. Can you please help me understand the refund policy for group bookings on domestic flights?",Refunds
"Hello, I have a question regarding my upcoming flight with SkyWings. I will be traveling domestically and I require the use of an oxygen cylinder for medical reasons. Could you please let me know if this is permitted onboard? I appreciate your help in advance. Thank you.",Passenger Services
"Hello, I'm interested in booking a domestic flight with SkyWings. Are there any promotional offers or discounts available for domestic flight bookings?
",Fares And Payments
Hello! Does SkyWings have a policy that includes discounted tickets for citizens?,Fares And Payments
Hi there! I'm planning a trip to India and I'm wondering if I should use web check-in or airport check-in. Can you please guide me on the best option for me?,Check-In And Boarding
"Hello, I am a frequent business traveler and I was wondering if SkyWings offers early boarding for premium members. Can you please provide me with more information on this?",Other
"Hi there, I have a question regarding domestic flights with SkyWings. Can I use my PAN card as identification for domestic travel? I'm not sure if it's necessary or not. Thank you for your help!",Travel Documents
"Hi, I am a customer with a SkyWings reward points account. I would like to transfer my points to a family member. Could you please guide me on how to do that?",Loyalty And Rewards
